Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z
2025-11-23T06:30:30,-0.13697,0.18947,-10.26373,-0.18690,-0.13566,-0.13699
2025-11-23T06:30:30.009615,-0.09515,0.21715,-10.26957,-0.18564,-0.18843,-0.17741
2025-11-23T06:30:30.019231,-0.14001,0.14434,-10.24316,-0.26452,-0.22546,-0.09994
2025-11-23T06:30:30.028846,-0.11280,0.22092,-10.23356,-0.27486,-0.28494,-0.15406
2025-11-23T06:30:30.038462,-0.11605,0.22618,-10.20227,-0.20029,-0.26606,-0.09674
2025-11-23T06:30:30.048077,-0.08460,0.28623,-10.33054,-0.09072,-0.25631,-0.13123
2025-11-23T06:30:30.057692,-0.11780,0.23902,-10.23045,-0.15530,-0.22296,-0.09916
2025-11-23T06:30:30.067308,-0.09691,0.24808,-10.28796,-0.12416,-0.35962,-0.12125
2025-11-23T06:30:30.076923,-0.03699,0.19068,-10.30944,-0.07855,-0.42139,-0.11167
2025-11-23T06:30:30.086538,-0.04527,0.23394,-10.29244,-0.13190,-0.18031,-0.10593
2025-11-23T06:30:30.096154,-0.06408,0.24228,-10.33339,-0.10556,-0.32268,-0.02203
2025-11-23T06:30:30.105769,-0.03483,0.23946,-10.22813,-0.09532,-0.25508,-0.14049
2025-11-23T06:30:30.115385,-0.11028,0.24348,-10.32815,-0.07347,-0.14268,-0.11293
2025-11-23T06:30:30.125,-0.02869,0.25093,-10.29523,-0.02564,-0.26692,-0.11823
2025-11-23T06:30:30.134615,-0.06932,0.27043,-10.32897,0.00352,-0.29292,-0.05710
2025-11-23T06:30:30.144231,-0.09175,0.21655,-10.26841,-0.20310,-0.24984,-0.14370
2025-11-23T06:30:30.153846,-0.00254,0.26852,-10.36323,0.04387,-0.21044,-0.05433
2025-11-23T06:30:30.163462,-0.04920,0.30841,-10.31271,-0.03651,-0.36873,-0.07682
2025-11-23T06:30:30.173077,-0.01858,0.30399,-10.28342,-0.07080,-0.33748,-0.06784
2025-11-23T06:30:30.182692,-0.01693,0.21081,-10.32230,0.10440,-0.36256,-0.08668
2025-11-23T06:30:30.192308,-0.04552,0.25791,-10.31077,-0.12379,-0.26466,-0.02915
2025-11-23T06:30:30.201923,0.01779,0.24468,-10.28287,-0.06718,-0.40132,0.04495
2025-11-23T06:30:30.211538,0.00919,0.24830,-10.29703,0.06545,-0.33696,-0.02312
2025-11-23T06:30:30.221154,0.03666,0.28065,-10.29507,-0.06443,-0.24855,0.03918
2025-11-23T06:30:30.230769,0.04572,0.29768,-10.21543,0.01138,-0.20770,-0.06494
2025-11-23T06:30:30.240385,0.05450,0.33839,-10.18125,-0.02594,-0.43023,0.04488
2025-11-23T06:30:30.25,0.05946,0.19597,-10.35431,0.08330,-0.30674,-0.00151
2025-11-23T06:30:30.259615,-0.00520,0.25325,-10.29010,-0.03902,-0.27181,0.01455
2025-11-23T06:30:30.269231,0.02635,0.21785,-10.27794,0.10052,-0.35893,0.04235
2025-11-23T06:30:30.278846,0.01014,0.29092,-10.22957,0.09660,-0.40207,0.00853
