Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,time_s
2025-11-25T07:15:45,-0.128296218781105,-0.012536481017098242,-9.84086435303127,-0.18172443949954284,-0.05417026578268803,-0.09820521027415222,0.0
2025-11-25T07:15:45.009615,-0.13033339352717357,5.470565023828154e-05,-9.861541906739722,-0.17390512807989283,-0.05272539765426288,-0.09399981383469944,0.009615
2025-11-25T07:15:45.019231,-0.13236100877434218,0.012783009224594155,-9.88207113130975,-0.16609158213721714,-0.05126874670773835,-0.08978143257261,0.019231
2025-11-25T07:15:45.028846,-0.13433149027074542,0.025510181514843154,-9.902316371789787,-0.15838722644803976,-0.04992160790276171,-0.08559363106453874,0.028846
2025-11-25T07:15:45.038462,-0.1361978268599635,0.038104408968233895,-9.922150784737974,-0.1508898728063991,-0.04879839990099945,-0.08147920261078567,0.038462
2025-11-25T07:15:45.048077,-0.1379147460746716,0.050443488310387426,-9.941458593814877,-0.14368862572412147,-0.048002109462041274,-0.07747888504068981,0.048077
2025-11-25T07:15:45.057692,-0.13943985817389332,0.062417412276912075,-9.960136925206804,-0.1368613418606391,-0.047620532866002034,-0.07363035929893193,0.057692
2025-11-25T07:15:45.067308,-0.14073473214970322,0.07393032089118333,-9.978097213411939,-0.13047272336360852,-0.047723469428424155,-0.0699675746323715,0.067308
2025-11-25T07:15:45.076923,-0.14176585656046917,0.08490181906768773,-9.995266186237949,-0.12457308320896483,-0.04836094693727587,-0.06652040579448593,0.076923
2025-11-25T07:15:45.086538,-0.1425054338712973,0.09526769699100082,-10.01158643721709,-0.11919779358862259,-0.04956249122767165,-0.06331461309933796,0.086538
2025-11-25T07:15:45.096154,-0.1429319650011422,0.1049801156413523,-10.027016592508405,-0.11436739652970006,-0.051337391598462234,-0.060372044832854875,0.096154
2025-11-25T07:15:45.105769,-0.14303059889980008,0.1140073297863075,-10.041531089434615,-0.11008830762042549,-0.053675857277101315,-0.05771099283353028,0.105769
2025-11-25T07:15:45.115385,-0.14279324373403304,0.12233301506644303,-10.055119602621984,-0.10635399069026653,-0.05655090986016879,-0.05534659104651143,0.115385
2025-11-25T07:15:45.125,-0.14221845582516932,0.12995525470870903,-10.067786169355488,-0.10314644177072209,-0.059920820449405096,-0.05329114381638297,0.125
2025-11-25T07:15:45.134615,-0.14131113541313656,0.13688523580288126,-10.079548066186337,-0.10043780279353888,-0.06373188697802774,-0.0515542926943618,0.134615
2025-11-25T07:15:45.144231,-0.140082062556965,0.1431457093268471,-10.090434474373241,-0.09819193323298507,-0.06792136451481037,-0.05014297568949232,0.144231
2025-11-25T07:15:45.153846,-0.13854730447233368,0.14876927996606454,-10.100484959667352,-0.09636580558466544,-0.07242040857062294,-0.049061189481567506,0.153846
2025-11-25T07:15:45.163462,-0.13672752242099365,0.15379660380384383,-10.109747798458237,-0.09491065331420924,-0.07715695148143022,-0.04830961367775861,0.163462
2025-11-25T07:15:45.173077,-0.1346472048251569,0.15827457563641562,-10.118278201210329,-0.09377287044507578,-0.08205847693298443,-0.04788517815659306,0.173077
2025-11-25T07:15:45.182692,-0.13233385227315994,0.16225458050420755,-10.12613649446166,-0.09289472274865493,-0.08705466804280561,-0.04778064475137403,0.182692
2025-11-25T07:15:45.192308,-0.129817136280404,0.16579086936292384,-10.133386316009233,-0.09221497192652316,-0.09207988346545401,-0.04798424599795526,0.192308
2025-11-25T07:15:45.201923,-0.12712804700018737,0.16893909946586066,-10.14009286721344,-0.09166952849542565,-0.09707538667152857,-0.04847939634452003,0.201923
2025-11-25T07:15:45.211538,-0.1242980405496744,0.17175505876455702,-10.14632126461519,-0.09119223018490571,-0.10199123667703865,-0.0492444742111864,0.211538
2025-11-25T07:15:45.221154,-0.12135819786777177,0.1742935764568606,-10.152135035136792,-0.09071579967195875,-0.10678774591190741,-0.050252663358574944,0.221154
2025-11-25T07:15:45.230769,-0.1183384102264707,0.17660761325063065,-10.157594794112812,-0.09017299303541691,-0.11143641549759299,-0.05147183928217473,0.230769
2025-11-25T07:15:45.240385,-0.1152666063364791,0.17874752266862654,-10.16275713381939,-0.08949792757505978,-0.11592027104623293,-0.052864499654111594,0.240385
2025-11-25T07:15:45.25,-0.11216803400876085,0.18076047371404474,-10.167673737230706,-0.08862757568791826,-0.12023355084906845,-0.05438776980927252,0.25
