Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,time_s,acc_mag,gyro_mag
2025-11-24T18:00:00,0.198739703148091,0.1421005499334198,9.7856689888848,0.1622650635885521,0.7496939178864268,0.5707005217784825,0.0,9.78871838372728,0.9560700847404072
2025-11-24T18:00:00.009615,0.1992678734392683,0.1992250206429406,9.8506427661081,0.1461414785804348,0.7483658214876242,0.5897297430031753,0.009615,9.854672049323257,0.9639449695470761
2025-11-24T18:00:00.019231,0.1994931190726187,0.2560093847142751,9.916222977583512,0.1304459978055907,0.7472466048314574,0.6087169800309388,0.019231,9.921532968789366,0.9725893319143608
2025-11-24T18:00:00.028846,0.1993840541365156,0.3123822932441779,9.982089996501369,0.1153187074255155,0.7465236094235488,0.6276847556177826,0.028846,9.988966783227838,0.9821324025527365
2025-11-24T18:00:00.038462,0.1989084804294413,0.3682939532152666,10.047948533001676,0.1008872767470232,0.7463734660684874,0.6466581011289438,0.038462,10.05666320115237,0.9926823727739953
2025-11-24T18:00:00.048077,0.1980332760259858,0.4237133555249451,10.113531081116577,0.0872630369996509,0.7469552252850157,0.6656618950510502,0.048077,10.124340033541683,1.004322012469082
2025-11-24T18:00:00.057692,0.1967249670697144,0.4786253196841591,10.17860059203255,0.0745379980750169,0.7484047978288301,0.684718079980802,0.057692,10.191746313632258,1.0171059451319902
2025-11-24T18:00:00.067308,0.1949510906049425,0.5330275004953079,10.242952258130572,0.0627829343597386,0.7508309013702572,0.7038428133857828,0.067308,10.2586643968089,1.0310593800815286
2025-11-24T18:00:00.076923,0.1926823647579851,0.5869274699622206,10.306414324256815,0.0520465635908356,0.7543125675082801,0.7230436552146658,0.076923,10.324910971622518,1.0461780066646085
2025-11-24T18:00:00.086538,0.1898955316327433,0.6403399574299523,10.368847938087432,0.0423557553868815,0.758898156293031,0.7423169453997625,0.086538,10.390337007873974,1.0624287595255453
2025-11-24T18:00:00.096154,0.1865765795572266,0.6932843128012081,10.430146136244176,0.0337166472712035,0.7646057484018223,0.7616455467464758,0.096154,10.454826750445214,1.0797512221206602
2025-11-24T18:00:00.105769,0.1827239499509331,0.7457822381369021,10.490232090337658,0.0261165071985994,0.7714247278816929,0.7809971185496699,0.105769,10.518295893240317,1.0980595074578088
2025-11-24T18:00:00.115385,0.1783513163598563,0.7978557950871352,10.549056713039173,0.0195261501663083,0.7793183251029814,0.800323055994287,0.115385,10.580689041679575,1.1172445194932343
2025-11-24T18:00:00.125000,0.1734895786339333,0.849525650169807,10.606595681459927,0.0139026923700901,0.788226859394843,0.8195581905566549,0.125,10.6419765276078,1.1371765449722806
2025-11-24T18:00:00.134615,0.1681878208583749,0.9008094930557704,10.662845902712776,0.0091924239403622,0.7980714042968383,0.838621299983124,0.134615,10.7021506077453,1.1577081462094028
2025-11-24T18:00:00.144231,0.1625131078121881,0.9517205596356328,10.717821442801467,0.0053336168589962,0.8087575984939613,0.8574164267211064,0.144231,10.761221074470075,1.1786773220019584
2025-11-24T18:00:00.153846,0.156549111854114,1.002266197221207,10.771548978342842,0.002259154545862,0.8201793495142607,0.8758349607347903,0.153846,10.819210347680338,1.1999108915224537
2025-11-24T18:00:00.163462,0.1503936567461408,1.052446426679387,10.824062906800323,-0.0001010589695581,0.8322222279644139,0.8937584123510217,0.163462,10.876148194254727,1.2212280485557099
2025-11-24T18:00:00.173077,0.1441553373527602,1.102252507593282,10.875400331064098,-0.0018179157207005,0.844766415916696,0.911061773980815,0.173077,10.932066305721532,1.2424440262190395
2025-11-24T18:00:00.182692,0.1379494256238964,1.1516655961245237,10.9255961855225,-0.0029611556442672,0.8576891356997189,0.9276173296927736,0.182692,10.986993023499679,1.2633737896151052
2025-11-24T18:00:00.192308,0.1318933070953855,1.2006556593120885,10.97467879141142,-0.0035976833889905,0.8708665375492878,0.943298715885248,0.192308,11.040948529512777,1.2838356347054751
2025-11-24T18:00:00.201923,0.1261017145348341,1.2491808243614502,11.022666129266344,-0.0037901907643805,0.884175072684161,0.9579849842685992,0.201923,11.093940822432598,1.303654538129707
2025-11-24T18:00:00.211538,0.1206820325548132,1.2971872767835924,11.069563093588632,-0.0035961153545863,0.8974924259254423,0.971564396964082,0.211538,11.14596276985395,1.3226650989904283
2025-11-24T18:00:00.221154,0.1157299259059243,1.3446097050384065,11.115359940727568,-0.0030669402155527,0.9106981194700386,0.9839377067848468,0.221154,11.196990456661327,1.340713944792689
